System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
11:38:56.355,27394054875880,0.129132, 1700,   5.412,   0.556,   0.154,   0.457,   0.047,   0.013, 63,0,47,  750
11:38:56.454,27394302408420,0.228374, 1700,   5.858,   1.137,   0.316,   0.814,   0.128,   0.035, 63,0,47,  750
11:38:56.552,27394546340891,0.326173, 2800,   9.607,   2.077,   0.577,   2.460,   0.368,   0.102, 64,0,47,  750
11:38:56.656,27394806110755,0.430321, 1700,   6.500,   2.754,   0.765,   0.991,   0.471,   0.131, 64,0,47,  750
11:38:56.754,27395049680020,0.527974, 1700,   5.468,   3.288,   0.913,   0.474,   0.518,   0.144, 64,0,47,  750
11:38:56.855,27395302832250,0.629469,  800,   4.652,   3.760,   1.044,   0.285,   0.547,   0.152, 63,0,47,  750
11:38:56.952,27395544900345,0.726521, 1700,   4.724,   4.218,   1.172,   0.282,   0.574,   0.159, 63,0,47,  750
11:38:57.051,27395791635420,0.825444, 1700,   6.718,   4.883,   1.356,   1.071,   0.680,   0.189, 63,0,47,  750
11:38:57.152,27396043333179,0.926290, 3300,  22.679,   7.170,   1.992,  11.662,   1.856,   0.516, 66,0,47,  750
11:38:57.253,27396295399466,1.027350, 3100,  16.314,   8.819,   2.450,   6.190,   2.482,   0.689, 66,0,47,  750
11:38:57.351,27396540290518,1.125533, 3300,  17.082,  10.496,   2.915,   6.686,   3.138,   0.872, 66,0,47,  750
11:38:57.452,27396792764400,1.226756, 1700,  11.436,  11.653,   3.237,   3.729,   3.516,   0.977, 64,0,47,  750
11:38:57.553,27397045094285,1.327922, 1700,   6.411,  12.302,   3.417,   1.051,   3.622,   1.006, 63,0,47,  750
11:38:57.654,27397295371852,1.428265, 2500,  14.726,  13.780,   3.828,   5.195,   4.143,   1.151, 65,0,47,  750
11:38:57.754,27397545030274,1.528359, 3500,  27.116,  16.494,   4.582,  14.896,   5.634,   1.565, 69,0,47,  750
11:38:57.855,27397797183572,1.629454, 2800,  15.779,  18.089,   5.025,   5.679,   6.208,   1.725, 67,0,47,  750
11:38:57.955,27398047211245,1.729696, 1700,  16.428,  19.736,   5.482,   6.260,   6.836,   1.899, 66,0,47,  750
11:38:58.053,27398290904014,1.827399, 3500,  16.803,  21.377,   5.938,   6.415,   7.463,   2.073, 70,0,47,  750
11:38:58.151,27398536172032,1.925733, 3500,  23.851,  23.723,   6.590,  11.993,   8.642,   2.401, 72,0,47,  750
11:38:58.252,27398786649771,2.026157, 3500,  20.928,  25.824,   7.173,   9.764,   9.622,   2.673, 71,0,47,  750
11:38:58.353,27399039822091,2.127660, 3500,  19.294,  27.783,   7.717,   8.226,  10.457,   2.905, 70,0,47,  750
11:38:58.456,27399294913069,2.229932, 3100,  16.804,  29.501,   8.195,   6.191,  11.091,   3.081, 69,0,47,  750
11:38:58.551,27399533619795,2.325636, 1700,  13.544,  30.798,   8.555,   4.189,  11.492,   3.192, 67,0,47,  750
11:38:58.653,27399787994391,2.427622, 2500,  12.576,  32.080,   8.911,   3.560,  11.855,   3.293, 68,0,47,  750
11:38:58.754,27400039796157,2.528575, 3500,  15.291,  33.624,   9.340,   5.488,  12.409,   3.447, 72,0,47,  750
11:38:58.852,27400284456589,2.626666, 3500,  18.405,  35.429,   9.841,   7.515,  13.146,   3.652, 68,0,47,  750
11:38:58.955,27400540945173,2.729433, 3500,  21.863,  37.676,  10.466,  10.369,  14.211,   3.948, 73,0,47,  750
11:38:59.054,27400786682815,2.827956, 1700,  17.430,  39.393,  10.943,   6.854,  14.887,   4.135, 68,0,47,  750
11:38:59.153,27401035132588,2.927566, 3500,  16.529,  41.040,  11.400,   6.316,  15.516,   4.310, 69,0,47,  750
11:38:59.252,27401280896319,3.026099, 2800,  20.700,  43.079,  11.966,   9.075,  16.410,   4.558, 70,0,47,  750
11:38:59.355,27401538323890,3.129308, 2500,  20.678,  45.213,  12.559,   9.473,  17.388,   4.830, 68,0,47,  750
11:38:59.452,27401780689290,3.226479, 3500,  16.054,  46.773,  12.993,   5.953,  17.966,   4.991, 71,0,47,  750
11:38:59.555,27402038032675,3.329654, 3500,  16.502,  48.476,  13.466,   5.998,  18.585,   5.162, 74,0,47,  750
11:38:59.651,27402277274455,3.425572, 2500,  16.692,  50.077,  13.910,   6.590,  19.217,   5.338, 68,0,47,  750
11:38:59.753,27402531731113,3.527591, 2500,  12.202,  51.322,  14.256,   3.294,  19.553,   5.431, 67,0,47,  750
11:38:59.852,27402777655857,3.626188, 2800,  16.743,  52.973,  14.715,   6.374,  20.182,   5.606, 67,0,47,  750
11:38:59.953,27403029149901,3.727019, 2500,  15.505,  54.536,  15.149,   5.799,  20.766,   5.768, 68,0,47,  750
11:39:00.053,27403279806395,3.827513, 3500,  16.663,  56.211,  15.614,   6.378,  21.407,   5.946, 75,0,47,  750
11:39:00.155,27403532957845,3.929008, 3400,  17.172,  57.953,  16.098,   6.563,  22.073,   6.131, 67,0,47,  750
11:39:00.252,27403775158012,4.026113, 2500,  15.203,  59.430,  16.508,   5.255,  22.584,   6.273, 67,0,47,  750
11:39:00.355,27404033655834,4.129751, 3100,  13.314,  60.810,  16.892,   3.971,  22.995,   6.388, 70,0,47,  750
11:39:00.454,27404279945875,4.228495, 1700,  15.128,  62.303,  17.307,   4.886,  23.478,   6.522, 67,0,47,  750
11:39:00.552,27404524726388,4.326634, 3500,  20.395,  64.305,  17.862,   9.387,  24.399,   6.777, 73,0,47,  750
11:39:00.655,27404782136196,4.429836, 3500,  21.889,  66.564,  18.490,  10.387,  25.471,   7.075, 72,0,47,  750
11:39:00.755,27405029771223,4.529120, 3500,  30.274,  69.570,  19.325,  17.561,  27.214,   7.560, 76,0,47,  750
11:39:00.852,27405271684391,4.626043, 3500,  24.323,  71.927,  19.980,  12.897,  28.464,   7.907, 77,0,47,  750
11:39:00.954,27405526654862,4.728267, 2500,  18.623,  73.831,  20.509,   8.086,  29.291,   8.136, 69,0,47,  750
11:39:01.056,27405780299492,4.829960, 3500,  20.379,  75.903,  21.084,   9.862,  30.294,   8.415, 73,0,47,  750
11:39:01.152,27406021158444,4.926527, 2500,  13.722,  77.228,  21.452,   4.455,  30.724,   8.534, 69,0,47,  750
11:39:01.252,27406269397575,5.026052, 1700,  12.430,  78.465,  21.796,   3.204,  31.043,   8.623, 66,0,47,  750
11:39:01.355,27406526953065,5.129313, 2500,  14.141,  79.926,  22.202,   4.548,  31.512,   8.753, 68,0,47,  750
11:39:01.454,27406773130317,5.228012, 2500,  11.628,  81.073,  22.520,   2.816,  31.790,   8.831, 67,0,47,  750
11:39:01.554,27407024006565,5.328594, 3400,  15.732,  82.656,  22.960,   5.778,  32.372,   8.992, 66,0,47,  750
11:39:01.653,27407270224911,5.427310, 3500,  18.476,  84.480,  23.467,   7.968,  33.158,   9.211, 72,0,47,  750
11:39:01.755,27407524334555,5.529189, 1700,  13.205,  85.825,  23.840,   4.285,  33.595,   9.332, 66,0,47,  750
11:39:01.852,27407767543360,5.626698, 2500,  13.780,  87.169,  24.213,   4.027,  33.987,   9.441, 65,0,47,  750
11:39:01.953,27408018201580,5.727193, 2500,  14.502,  88.626,  24.618,   4.790,  34.469,   9.575, 66,0,47,  750
11:39:02.055,27408274214053,5.829835, 2500,  14.275,  90.091,  25.025,   4.731,  34.954,   9.710, 69,0,47,  750
11:39:02.151,27408513543503,5.925788, 2500,  12.982,  91.337,  25.371,   3.701,  35.309,   9.808, 69,0,47,  750
11:39:02.251,27408761092923,6.025037, 3500,  15.022,  92.828,  25.786,   5.355,  35.841,   9.956, 69,0,47,  750
11:39:02.354,27409017940961,6.128014, 3500,  19.211,  94.806,  26.335,   8.294,  36.695,  10.193, 74,0,47,  750
11:39:02.453,27409266634175,6.227722, 3500,  19.325,  96.733,  26.870,   8.099,  37.502,  10.417, 73,0,47,  750
11:39:02.555,27409519571434,6.329131, 3600,  20.605,  98.823,  27.451,   9.249,  38.440,  10.678, 74,0,47,  750
11:39:02.655,27409769112826,6.429179, 3100,  19.619, 100.785,  27.996,   8.468,  39.288,  10.913, 68,0,47,  750
11:39:02.751,27410008197863,6.524967, 3500,  17.311, 102.444,  28.457,   6.776,  39.937,  11.093, 72,0,47,  750
11:39:02.851,27410259221622,6.625609, 2500,  15.253, 103.979,  28.883,   5.530,  40.493,  11.248, 68,0,47,  750
11:39:02.951,27410508734429,6.725645, 3100,  13.887, 105.368,  29.269,   4.156,  40.909,  11.364, 69,0,47,  750
11:39:03.050,27410756372087,6.824930, 2500,  15.348, 106.892,  29.692,   5.592,  41.464,  11.518, 69,0,47,  750
11:39:03.151,27411007636779,6.925668, 3500,  16.263, 108.530,  30.147,   6.733,  42.142,  11.706, 72,0,47,  750
11:39:03.254,27411263517233,7.028257, 2500,  14.630, 110.031,  30.564,   4.656,  42.620,  11.839, 67,0,47,  750
11:39:03.353,27411512027810,7.127892, 3500,  21.806, 112.204,  31.168,  10.092,  43.625,  12.118, 68,0,47,  750
11:39:03.453,27411761320586,7.227839, 3100,  20.886, 114.291,  31.748,   9.301,  44.555,  12.376, 72,0,47,  750
11:39:03.551,27412005501886,7.325738, 3100,  17.662, 116.020,  32.228,   6.962,  45.237,  12.566, 71,0,47,  750
11:39:03.653,27412258192107,7.427048, 3500,  18.439, 117.888,  32.747,   7.512,  45.998,  12.777, 78,0,47,  750
11:39:03.756,27412514819170,7.529937, 3100,  25.785, 120.541,  33.484,  14.064,  47.445,  13.179, 73,0,47,  750
11:39:03.855,27412762473871,7.629228, 3500,  35.748, 124.091,  34.470,  22.461,  49.675,  13.799, 75,0,47,  750
11:39:03.953,27413007436074,7.727439, 3500,  21.639, 126.216,  35.060,  10.066,  50.663,  14.073, 78,0,47,  750
11:39:04.052,27413254278090,7.826405, 3500,  15.250, 127.725,  35.479,   5.328,  51.191,  14.220, 73,0,47,  750
11:39:04.152,27413503141250,7.926181, 2800,  19.345, 129.655,  36.015,   8.355,  52.024,  14.451, 72,0,47,  750
11:39:04.252,27413751995397,8.025953, 2800,  19.937, 131.645,  36.568,   8.631,  52.885,  14.690, 72,0,47,  750
11:39:04.354,27414007448747,8.128370, 3500,  21.936, 133.891,  37.192,  10.207,  53.931,  14.981, 73,0,47,  750
11:39:04.451,27414250411184,8.225780, 3600,  18.881, 135.730,  37.703,   7.805,  54.691,  15.192, 78,0,47,  750
11:39:04.553,27414503247716,8.327083, 2500,  21.636, 137.922,  38.312,  10.043,  55.708,  15.475, 72,0,47,  750
11:39:04.651,27414747318494,8.424937, 2500,  14.929, 139.383,  38.717,   5.138,  56.211,  15.614, 70,0,47,  750
11:39:04.753,27415002811941,8.527371, 2500,  12.506, 140.664,  39.073,   3.436,  56.563,  15.712, 69,0,47,  750
11:39:04.853,27415251556204,8.627099, 3500,  18.043, 142.463,  39.573,   7.402,  57.301,  15.917, 73,0,47,  750
11:39:04.951,27415496895729,8.725462, 3500,  20.055, 144.436,  40.121,   9.064,  58.193,  16.165, 74,0,47,  750
11:39:05.053,27415752472013,8.827929,  800,  16.781, 146.156,  40.599,   6.153,  58.823,  16.340, 69,0,47,  750
11:39:05.155,27416005833463,8.929509, 3500,  16.676, 147.850,  41.069,   6.287,  59.462,  16.517, 76,0,47,  750
11:39:05.251,27416246261643,9.025903, 2500,  13.555, 149.156,  41.432,   4.278,  59.874,  16.632, 67,0,47,  750
11:39:05.353,27416499231312,9.127325, 3500,  18.208, 151.003,  41.945,   7.456,  60.631,  16.842, 72,0,47,  750
11:39:05.452,27416745829063,9.226192,  800,  21.569, 153.135,  42.538,  10.001,  61.619,  17.116, 73,0,47,  750
11:39:05.554,27417001437663,9.328672,  800,  16.601, 154.837,  43.010,   6.093,  62.244,  17.290, 75,0,47,  750
11:39:05.655,27417253912083,9.429896, 3500,  14.600, 156.315,  43.421,   5.032,  62.753,  17.431, 72,0,47,  750
11:39:05.755,27417503095247,9.529800, 2800,  11.591, 157.472,  43.742,   2.797,  63.033,  17.509, 72,0,47,  750
11:39:05.855,27417752281700,9.629705, 1700,  12.289, 158.700,  44.083,   3.297,  63.362,  17.601, 69,0,47,  750
11:39:05.954,27417997398294,9.727979, 2500,  12.321, 159.911,  44.420,   3.274,  63.684,  17.690, 67,0,47,  750
11:39:06.053,27418244589582,9.827084, 3400,  18.800, 161.774,  44.937,   8.107,  64.487,  17.913, 68,0,47,  750
11:39:06.153,27418494726213,9.927370,  800,  14.243, 163.203,  45.334,   4.447,  64.933,  18.037, 70,0,47,  750
11:39:06.251,27418740447327,10.025886, 3500,  11.911, 164.376,  45.660,   3.062,  65.235,  18.121, 69,0,47,  750
11:39:06.353,27418994640243,10.127799, 2700,  14.287, 165.832,  46.064,   4.659,  65.710,  18.253, 68,0,47,  750
11:39:06.453,27419242422775,10.227075, 2500,  14.422, 167.264,  46.462,   4.617,  66.168,  18.380, 70,0,47,  750
11:39:06.553,27419492414968,10.327304, 2500,  21.932, 169.462,  47.073,  10.178,  67.188,  18.663, 71,0,47,  750
11:39:06.655,27419748196198,10.429853, 3500,  19.539, 171.466,  47.629,   8.554,  68.065,  18.907, 73,0,47,  750
11:39:06.753,27419991075443,10.527230, 2500,  15.388, 172.964,  48.046,   5.449,  68.596,  19.054, 69,0,47,  750
11:39:06.854,27420243065166,10.628259, 3100,  25.896, 175.580,  48.772,  14.279,  70.038,  19.455, 73,0,47,  750
11:39:06.954,27420494063716,10.728891, 2500,  28.517, 178.450,  49.569,  16.179,  71.667,  19.907, 73,0,47,  750
11:39:07.051,27420735069525,10.825516, 2500,  16.195, 180.015,  50.004,   5.780,  72.225,  20.063, 74,0,47,  750
11:39:07.154,27420992970470,10.928915, 1700,  19.297, 182.010,  50.558,   8.406,  73.094,  20.304, 71,0,47,  750
11:39:07.250,27421232286400,11.024863, 2800,  13.035, 183.261,  50.906,   3.596,  73.439,  20.400, 70,0,47,  750
11:39:07.352,27421485230061,11.126275, 2500,  13.091, 184.589,  51.275,   4.009,  73.846,  20.513, 68,0,47,  750
11:39:07.454,27421739246022,11.228116, 2500,  12.524, 185.864,  51.629,   3.594,  74.212,  20.614, 68,0,47,  750
11:39:07.551,27421982970638,11.325832,  800,  13.177, 187.152,  51.987,   3.958,  74.599,  20.722, 68,0,47,  750
11:39:07.654,27422237832822,11.428013, 2500,  13.576, 188.539,  52.372,   3.987,  75.006,  20.835, 71,0,47,  750
11:39:07.751,27422481104305,11.525547, 3500,  19.266, 190.418,  52.894,   8.724,  75.857,  21.071, 72,0,47,  750
11:39:07.851,27422730283617,11.625449, 3600,  21.264, 192.542,  53.484,   9.415,  76.797,  21.333, 78,0,47,  750
11:39:07.954,27422987051469,11.728394, 3500,  18.300, 194.426,  54.007,   7.482,  77.568,  21.547, 78,0,47,  750
11:39:08.055,27423240047211,11.829827, 3100,  18.282, 196.281,  54.522,   7.430,  78.321,  21.756, 72,0,47,  750
11:39:08.155,27423487503747,11.929038, 2500,  23.746, 198.636,  55.177,  11.931,  79.505,  22.085, 71,0,47,  750
11:39:08.250,27423726408702,12.024755, 3500,  22.223, 200.764,  55.768,  10.552,  80.515,  22.365, 71,0,47,  750
11:39:08.351,27423977796540,12.125543, 1700,  16.359, 202.412,  56.226,   6.196,  81.139,  22.539, 69,0,47,  750
11:39:08.455,27424236049122,12.229084, 2500,  10.859, 203.537,  56.538,   2.357,  81.383,  22.607, 71,0,47,  750
11:39:08.555,27424485244442,12.328992, 3500,  12.183, 204.754,  56.876,   3.237,  81.707,  22.696, 74,0,47,  750
11:39:08.650,27424724503439,12.424918, 3500,  12.956, 205.997,  57.221,   3.785,  82.070,  22.797, 70,0,47,  750
11:39:08.753,27424979909685,12.527317, 3100,  15.390, 207.573,  57.659,   5.419,  82.625,  22.951, 73,0,47,  750
11:39:08.851,27425224592813,12.625416, 3500,  20.844, 209.617,  58.227,   9.475,  83.554,  23.210, 71,0,47,  750
11:39:08.953,27425478559456,12.727238, 3500,  22.874, 211.946,  58.874,  11.014,  84.676,  23.521, 78,0,47,  750
11:39:09.055,27425733750202,12.829551, 3500,  16.964, 213.682,  59.356,   6.510,  85.342,  23.706, 73,0,47,  750
11:39:09.151,27425973625978,12.925723, 3500,  16.664, 215.285,  59.801,   6.395,  85.957,  23.877, 72,0,47,  750
11:39:09.251,27426222320275,13.025431, 3500,  18.561, 217.135,  60.315,   7.580,  86.712,  24.087, 72,0,47,  750
11:39:09.352,27426475397125,13.126896, 3600,  17.013, 218.862,  60.795,   6.696,  87.392,  24.276, 72,0,47,  750
11:39:09.453,27426726279157,13.227481, 2800,  20.421, 220.916,  61.365,   9.313,  88.329,  24.536, 70,0,47,  750
11:39:09.554,27426978417790,13.328570, 2500,  11.501, 222.078,  61.688,   2.535,  88.585,  24.607, 68,0,47,  750
11:39:09.655,27427230401625,13.429597, 1700,  12.226, 223.313,  62.031,   3.378,  88.926,  24.702, 68,0,47,  750
11:39:09.752,27427470928760,13.526031, 1700,  11.569, 224.429,  62.341,   2.784,  89.195,  24.776, 68,0,47,  750
11:39:09.851,27427719186942,13.625564, 3500,  15.610, 225.983,  62.773,   5.930,  89.785,  24.940, 71,0,47,  750
11:39:09.954,27427976659302,13.728791, 3500,  35.330, 229.630,  63.786,  22.025,  92.058,  25.572, 76,0,47,  750
11:39:10.055,27428227667132,13.829427, 3500,  24.297, 232.075,  64.465,  12.630,  93.329,  25.925, 72,0,47,  750
11:39:10.151,27428468238069,13.925812, 3500,  30.139, 234.980,  65.272,  17.639,  95.029,  26.397, 72,0,47,  750
11:39:10.251,27428717357232,14.025690, 3100,  16.292, 236.607,  65.724,   5.970,  95.626,  26.563, 72,0,47,  750
11:39:10.353,27428970423115,14.127151, 3400,  20.250, 238.662,  66.295,   8.717,  96.510,  26.808, 72,0,47,  750
11:39:10.454,27429223427119,14.228587, 3100,  25.490, 241.247,  67.013,  13.321,  97.861,  27.184, 72,0,47,  750
11:39:10.551,27429464322693,14.325168, 2500,  18.045, 242.990,  67.497,   7.286,  98.565,  27.379, 71,0,47,  750
11:39:10.653,27429720082550,14.427709, 3600,  19.894, 245.030,  68.064,   8.527,  99.439,  27.622, 76,0,47,  750
11:39:10.751,27429964180207,14.525574, 2500,  19.265, 246.915,  68.588,   8.216, 100.243,  27.845, 70,0,47,  750
11:39:10.855,27430224039075,14.629758,  800,  18.947, 248.889,  69.136,   7.717, 101.047,  28.069, 71,0,47,  750
11:39:10.953,27430466467606,14.726954, 3500,  15.732, 250.419,  69.561,   5.829, 101.614,  28.226, 72,0,47,  750
11:39:11.053,27430715941255,14.826974, 1700,  17.960, 252.215,  70.060,   7.206, 102.335,  28.426, 74,0,47,  750
11:39:11.155,27430971111436,14.929279, 2500,  15.554, 253.806,  70.502,   5.462, 102.893,  28.582, 69,0,47,  750
11:39:11.251,27431211695550,15.025735, 1700,  12.085, 254.972,  70.826,   3.203, 103.202,  28.667, 71,0,47,  750
11:39:11.355,27431470242261,15.129393, 2500,  13.213, 256.341,  71.206,   3.963, 103.613,  28.781, 69,0,47,  750
11:39:11.451,27431708737729,15.225012, 2500,  11.488, 257.440,  71.511,   2.751, 103.876,  28.855, 67,0,47,  750
11:39:11.552,27431961929448,15.326523, 3600,  16.642, 259.129,  71.980,   6.453, 104.531,  29.036, 70,0,47,  750
11:39:11.652,27432211282493,15.426495, 2500,  18.649, 260.994,  72.498,   7.807, 105.312,  29.253, 72,0,47,  750
11:39:11.753,27432462170735,15.527083, 3100,  16.859, 262.690,  72.969,   6.317, 105.947,  29.430, 72,0,47,  750
11:39:11.851,27432708336710,15.625777, 2800,  16.586, 264.326,  73.424,   6.157, 106.555,  29.599, 73,0,47,  750
11:39:11.951,27432957005539,15.725475, 2500,  18.362, 266.157,  73.933,   7.430, 107.295,  29.804, 70,0,47,  750
11:39:12.054,27433214228450,15.828535, 2800,  20.071, 268.226,  74.507,   8.955, 108.218,  30.061, 72,0,47,  750
11:39:12.155,27433465508485,15.929280, 3100,  19.436, 270.184,  75.051,   8.344, 109.059,  30.294, 69,0,47,  750
11:39:12.251,27433705699730,16.025579, 2500,  18.278, 271.944,  75.540,   7.302, 109.762,  30.489, 72,0,47,  750
11:39:12.353,27433958925440,16.127104, 3500,  16.284, 273.597,  75.999,   6.073, 110.379,  30.661, 73,0,47,  750
11:39:12.454,27434212250482,16.228668, 2500,  15.574, 275.179,  76.439,   5.574, 110.945,  30.818, 69,0,47,  750
11:39:12.555,27434464070207,16.329629, 2800,  12.502, 276.441,  76.789,   3.588, 111.307,  30.919, 71,0,47,  750
11:39:12.653,27434707883921,16.427381, 3500,  18.907, 278.289,  77.303,   7.894, 112.079,  31.133, 71,0,47,  750
11:39:12.751,27434952956525,16.525637, 3500,  14.900, 279.753,  77.709,   5.132, 112.583,  31.273, 70,0,47,  750
11:39:12.852,27435205370334,16.626836, 3500,  15.140, 281.285,  78.135,   5.017, 113.090,  31.414, 75,0,47,  750
11:39:12.953,27435455454653,16.727101, 3500,  20.678, 283.359,  78.711,  10.177, 114.111,  31.697, 76,0,47,  750
11:39:13.054,27435707843592,16.828290, 3000,  34.194, 286.819,  79.672,  21.120, 116.248,  32.291, 74,0,47,  750
11:39:13.155,27435960283513,16.929500, 3500,  22.148, 289.060,  80.295,  10.869, 117.348,  32.597, 79,0,47,  750
11:39:13.251,27436199810738,17.025533, 2800,  21.373, 291.113,  80.865,  10.060, 118.314,  32.865, 72,0,47,  750
11:39:13.351,27436448946819,17.125418, 2500,  16.406, 292.752,  81.320,   5.923, 118.906,  33.029, 70,0,47,  750
11:39:13.453,27436703483700,17.227468, 3000,  16.511, 294.437,  81.788,   6.242, 119.543,  33.206, 72,0,47,  750
11:39:13.554,27436955170053,17.328376, 3500,  17.880, 296.241,  82.289,   7.215, 120.271,  33.409, 78,0,47,  750
11:39:13.652,27437198706075,17.426016,  800,  18.102, 298.008,  82.780,   7.076, 120.962,  33.600, 70,0,47,  750
